,composite_chain_id,coref_chain,dataset,subtopic,language,mentions,phrasing_diversity,unique_lemmas
10757,GRAPBqEd7CadWWAgUSoa/MEANTIME//italian,GRAPBqEd7CadWWAgUSoa,MEANTIME,,italian,1,1.0,1
10758,GRAPBqEd7CadWWAgUSoa/MEANTIME//spanish,GRAPBqEd7CadWWAgUSoa,MEANTIME,,spanish,1,1.0,1
10759,GRAPKKKkP27RBbNfnuEo/MEANTIME//spanish,GRAPKKKkP27RBbNfnuEo,MEANTIME,,spanish,1,1.0,1
10760,GRAPLBFRyQY2WsSvrueR/MEANTIME//english,GRAPLBFRyQY2WsSvrueR,MEANTIME,,english,1,1.0,1
10761,GRAPLBFRyQY2WsSvrueR/MEANTIME//italian,GRAPLBFRyQY2WsSvrueR,MEANTIME,,italian,1,1.0,1
10762,GRAPLBFRyQY2WsSvrueR/MEANTIME//spanish,GRAPLBFRyQY2WsSvrueR,MEANTIME,,spanish,1,1.0,1
10763,GRAPMcGW63jCG9oeyMF3/MEANTIME//dutch,GRAPMcGW63jCG9oeyMF3,MEANTIME,,dutch,1,1.0,1
10764,GRAPPFFq4TSqwNsGb2Jc/MEANTIME//dutch,GRAPPFFq4TSqwNsGb2Jc,MEANTIME,,dutch,1,1.0,1
10765,GRAPPgXafkYqsrXrhNcM/MEANTIME//english,GRAPPgXafkYqsrXrhNcM,MEANTIME,,english,1,1.0,1
10766,GRAPPgXafkYqsrXrhNcM/MEANTIME//italian,GRAPPgXafkYqsrXrhNcM,MEANTIME,,italian,1,1.0,1
10767,GRAPPgXafkYqsrXrhNcM/MEANTIME//spanish,GRAPPgXafkYqsrXrhNcM,MEANTIME,,spanish,1,1.0,1
10768,GRAPTQH46bMwJxMQt3Fz/MEANTIME//english,GRAPTQH46bMwJxMQt3Fz,MEANTIME,,english,1,1.0,1
10769,GRAPTQH46bMwJxMQt3Fz/MEANTIME//italian,GRAPTQH46bMwJxMQt3Fz,MEANTIME,,italian,1,1.0,1
10770,GRAPTQH46bMwJxMQt3Fz/MEANTIME//spanish,GRAPTQH46bMwJxMQt3Fz,MEANTIME,,spanish,1,1.0,1
10771,GRAPUXA56EDze2w2UfMn/MEANTIME//english,GRAPUXA56EDze2w2UfMn,MEANTIME,,english,1,1.0,1
10772,GRAPUXA56EDze2w2UfMn/MEANTIME//spanish,GRAPUXA56EDze2w2UfMn,MEANTIME,,spanish,1,1.0,1
10773,GRAPif5K2wtJW5oMwjfJ/MEANTIME//spanish,GRAPif5K2wtJW5oMwjfJ,MEANTIME,,spanish,1,1.0,1
10774,GRAPs8XRyGcr5zTqXDqD/MEANTIME//english,GRAPs8XRyGcr5zTqXDqD,MEANTIME,,english,1,1.0,1
10775,GRAPtfTvxi4NXRkYSccb/MEANTIME//english,GRAPtfTvxi4NXRkYSccb,MEANTIME,,english,1,1.0,1
10776,GRAPtfTvxi4NXRkYSccb/MEANTIME//italian,GRAPtfTvxi4NXRkYSccb,MEANTIME,,italian,1,1.0,1
10777,GRAPtfTvxi4NXRkYSccb/MEANTIME//spanish,GRAPtfTvxi4NXRkYSccb,MEANTIME,,spanish,1,1.0,1
10778,GRAQ3rbvPQCtYnFJ6hLZ/MEANTIME//dutch,GRAQ3rbvPQCtYnFJ6hLZ,MEANTIME,,dutch,1,1.0,1
10779,GRAQ5xsTQ4JNR3QNyqM4/MEANTIME//italian,GRAQ5xsTQ4JNR3QNyqM4,MEANTIME,,italian,1,1.0,1
10780,GRAQAYTenvCc5opzDX2z/MEANTIME//italian,GRAQAYTenvCc5opzDX2z,MEANTIME,,italian,1,1.0,1
10781,GRAQBMbMqLS6w8hx9EaP/MEANTIME//italian,GRAQBMbMqLS6w8hx9EaP,MEANTIME,,italian,1,1.0,1
10782,GRAQBwPJNfFtsNvPFKos/MEANTIME//italian,GRAQBwPJNfFtsNvPFKos,MEANTIME,,italian,1,1.0,1
10783,GRAQLR3GewZ6ir5NeNit/MEANTIME//dutch,GRAQLR3GewZ6ir5NeNit,MEANTIME,,dutch,1,1.0,1
10784,GRAQPYzazCc9cwCCxaZR/MEANTIME//dutch,GRAQPYzazCc9cwCCxaZR,MEANTIME,,dutch,1,1.0,1
10785,GRAQPyEuGmiX9PYNY6Je/MEANTIME//italian,GRAQPyEuGmiX9PYNY6Je,MEANTIME,,italian,1,1.0,1
10786,GRAQZ5FDXccvj8nDrXCY/MEANTIME//english,GRAQZ5FDXccvj8nDrXCY,MEANTIME,,english,1,1.0,1
10787,GRAQZ5FDXccvj8nDrXCY/MEANTIME//italian,GRAQZ5FDXccvj8nDrXCY,MEANTIME,,italian,1,1.0,1
10788,GRAQZ5FDXccvj8nDrXCY/MEANTIME//spanish,GRAQZ5FDXccvj8nDrXCY,MEANTIME,,spanish,1,1.0,1
10789,GRAQca5gq6psB9Q8NzSB/MEANTIME//spanish,GRAQca5gq6psB9Q8NzSB,MEANTIME,,spanish,1,1.0,1
10790,GRAQgEL8rnNZMD2D2Gp5/MEANTIME//english,GRAQgEL8rnNZMD2D2Gp5,MEANTIME,,english,1,1.0,1
10791,GRAQgEL8rnNZMD2D2Gp5/MEANTIME//italian,GRAQgEL8rnNZMD2D2Gp5,MEANTIME,,italian,1,1.0,1
10792,GRAQgEL8rnNZMD2D2Gp5/MEANTIME//spanish,GRAQgEL8rnNZMD2D2Gp5,MEANTIME,,spanish,1,1.0,1
10793,GRAQtVfeKHLrGREWUw2W/MEANTIME//italian,GRAQtVfeKHLrGREWUw2W,MEANTIME,,italian,1,1.0,1
10794,GRARJvmrhpBTVhpjn5mJ/MEANTIME//english,GRARJvmrhpBTVhpjn5mJ,MEANTIME,,english,1,1.0,1
10795,GRARJvmrhpBTVhpjn5mJ/MEANTIME//spanish,GRARJvmrhpBTVhpjn5mJ,MEANTIME,,spanish,1,1.0,1
10796,GRARpDLuEvjJAYQzX8ia/MEANTIME//spanish,GRARpDLuEvjJAYQzX8ia,MEANTIME,,spanish,1,1.0,1
10797,GRARvPJ82YC9Yjtm4Y6J/MEANTIME//spanish,GRARvPJ82YC9Yjtm4Y6J,MEANTIME,,spanish,1,1.0,1
10798,GRARzqJmccop5VWCCBFU/MEANTIME//italian,GRARzqJmccop5VWCCBFU,MEANTIME,,italian,1,1.0,1
10799,GRAS4ZCaV6Rrssqveo3Q/MEANTIME//dutch,GRAS4ZCaV6Rrssqveo3Q,MEANTIME,,dutch,1,1.0,1
10800,GRAS4ZCaV6Rrssqveo3Q/MEANTIME//english,GRAS4ZCaV6Rrssqveo3Q,MEANTIME,,english,2,0.0,1
10801,GRAS4ZCaV6Rrssqveo3Q/MEANTIME//italian,GRAS4ZCaV6Rrssqveo3Q,MEANTIME,,italian,2,2.0,2
10802,GRAS4ZCaV6Rrssqveo3Q/MEANTIME//spanish,GRAS4ZCaV6Rrssqveo3Q,MEANTIME,,spanish,1,1.0,1
10803,GRAS52A7MYN8XoLQn3fn/MEANTIME//spanish,GRAS52A7MYN8XoLQn3fn,MEANTIME,,spanish,2,2.0,2
10804,GRASC5prQpygt9fKcJSp/MEANTIME//dutch,GRASC5prQpygt9fKcJSp,MEANTIME,,dutch,1,1.0,1
10805,GRASDVLEL9h2G86viQZb/MEANTIME//spanish,GRASDVLEL9h2G86viQZb,MEANTIME,,spanish,1,1.0,1
10806,GRASGZzqqVcijh8SHdG5/MEANTIME//italian,GRASGZzqqVcijh8SHdG5,MEANTIME,,italian,1,1.0,1
10807,GRASVPWVeAKsZPYFHbLj/MEANTIME//dutch,GRASVPWVeAKsZPYFHbLj,MEANTIME,,dutch,1,1.0,1
10808,GRASVPWVeAKsZPYFHbLj/MEANTIME//english,GRASVPWVeAKsZPYFHbLj,MEANTIME,,english,1,1.0,1
10809,GRASVPWVeAKsZPYFHbLj/MEANTIME//italian,GRASVPWVeAKsZPYFHbLj,MEANTIME,,italian,1,1.0,1
10810,GRASVPWVeAKsZPYFHbLj/MEANTIME//spanish,GRASVPWVeAKsZPYFHbLj,MEANTIME,,spanish,1,1.0,1
10811,GRASjWn6tP4eqi9svwV7/MEANTIME//english,GRASjWn6tP4eqi9svwV7,MEANTIME,,english,1,1.0,1
10812,GRASjWn6tP4eqi9svwV7/MEANTIME//italian,GRASjWn6tP4eqi9svwV7,MEANTIME,,italian,1,1.0,1
10813,GRASjWn6tP4eqi9svwV7/MEANTIME//spanish,GRASjWn6tP4eqi9svwV7,MEANTIME,,spanish,1,1.0,1
10814,GRASreG9Bka7p8F3inNZ/MEANTIME//dutch,GRASreG9Bka7p8F3inNZ,MEANTIME,,dutch,1,1.0,1
10815,GRASrthKajgpFSdaWPK8/MEANTIME//english,GRASrthKajgpFSdaWPK8,MEANTIME,,english,3,1.0,2
10816,GRASrthKajgpFSdaWPK8/MEANTIME//italian,GRASrthKajgpFSdaWPK8,MEANTIME,,italian,3,3.0,3
10817,GRASrthKajgpFSdaWPK8/MEANTIME//spanish,GRASrthKajgpFSdaWPK8,MEANTIME,,spanish,3,1.0,2
10818,GRAStCnGQSYBhwKNJGSy/MEANTIME//dutch,GRAStCnGQSYBhwKNJGSy,MEANTIME,,dutch,1,1.0,1
10819,GRASwbei7awtvAKzTBjb/MEANTIME//italian,GRASwbei7awtvAKzTBjb,MEANTIME,,italian,1,1.0,1
10820,GRAT3KArKrNLtAbVjgFf/MEANTIME//italian,GRAT3KArKrNLtAbVjgFf,MEANTIME,,italian,1,1.0,1
10821,GRAT4yWWTkvFCwXTda4e/MEANTIME//english,GRAT4yWWTkvFCwXTda4e,MEANTIME,,english,1,1.0,1
10822,GRAT4yWWTkvFCwXTda4e/MEANTIME//italian,GRAT4yWWTkvFCwXTda4e,MEANTIME,,italian,1,1.0,1
10823,GRAT5bLzV3WQ5FBYkY2g/MEANTIME//english,GRAT5bLzV3WQ5FBYkY2g,MEANTIME,,english,2,2.0,1
10824,GRAT5bLzV3WQ5FBYkY2g/MEANTIME//italian,GRAT5bLzV3WQ5FBYkY2g,MEANTIME,,italian,2,2.0,2
10825,GRAT5bLzV3WQ5FBYkY2g/MEANTIME//spanish,GRAT5bLzV3WQ5FBYkY2g,MEANTIME,,spanish,2,2.0,2
10826,GRAT8ptr3w4fEuVAVtpB/MEANTIME//english,GRAT8ptr3w4fEuVAVtpB,MEANTIME,,english,1,1.0,1
10827,GRATFBca2hPfx56zTxNB/MEANTIME//english,GRATFBca2hPfx56zTxNB,MEANTIME,,english,1,1.0,1
10828,GRATFBca2hPfx56zTxNB/MEANTIME//italian,GRATFBca2hPfx56zTxNB,MEANTIME,,italian,1,1.0,1
10829,GRATFBca2hPfx56zTxNB/MEANTIME//spanish,GRATFBca2hPfx56zTxNB,MEANTIME,,spanish,1,1.0,1
10830,GRATJZNzmcQW7tSFTp47/MEANTIME//spanish,GRATJZNzmcQW7tSFTp47,MEANTIME,,spanish,1,1.0,1
10831,GRATZV2H3pYXBg4wipdv/MEANTIME//italian,GRATZV2H3pYXBg4wipdv,MEANTIME,,italian,1,1.0,1
10832,GRAThJARoxzMfgVLbK8W/MEANTIME//english,GRAThJARoxzMfgVLbK8W,MEANTIME,,english,1,1.0,1
10833,GRAThJARoxzMfgVLbK8W/MEANTIME//italian,GRAThJARoxzMfgVLbK8W,MEANTIME,,italian,1,1.0,1
10834,GRAThJARoxzMfgVLbK8W/MEANTIME//spanish,GRAThJARoxzMfgVLbK8W,MEANTIME,,spanish,1,1.0,1
10835,GRAToSTxXmABCFdaVvkn/MEANTIME//spanish,GRAToSTxXmABCFdaVvkn,MEANTIME,,spanish,2,2.0,1
10836,GRAToYgSnUkGRFYhzC7B/MEANTIME//dutch,GRAToYgSnUkGRFYhzC7B,MEANTIME,,dutch,2,0.0,1
10837,GRAUA6u37vfgbdwrZNae/MEANTIME//spanish,GRAUA6u37vfgbdwrZNae,MEANTIME,,spanish,1,1.0,1
10838,GRAUBCrcwwcTmKY4yG3U/MEANTIME//english,GRAUBCrcwwcTmKY4yG3U,MEANTIME,,english,1,1.0,1
10839,GRAUBCrcwwcTmKY4yG3U/MEANTIME//italian,GRAUBCrcwwcTmKY4yG3U,MEANTIME,,italian,1,1.0,1
10840,GRAUBCrcwwcTmKY4yG3U/MEANTIME//spanish,GRAUBCrcwwcTmKY4yG3U,MEANTIME,,spanish,1,1.0,1
10841,GRAUBGBPv7Pszq9daafW/MEANTIME//dutch,GRAUBGBPv7Pszq9daafW,MEANTIME,,dutch,1,1.0,1
10842,GRAUBHA5dq3aiV8xaCT6/MEANTIME//english,GRAUBHA5dq3aiV8xaCT6,MEANTIME,,english,1,1.0,1
10843,GRAUBHA5dq3aiV8xaCT6/MEANTIME//italian,GRAUBHA5dq3aiV8xaCT6,MEANTIME,,italian,1,1.0,1
10844,GRAUBHA5dq3aiV8xaCT6/MEANTIME//spanish,GRAUBHA5dq3aiV8xaCT6,MEANTIME,,spanish,1,1.0,1
10845,GRAUCu3Sg7ckvTJBagSa/MEANTIME//italian,GRAUCu3Sg7ckvTJBagSa,MEANTIME,,italian,1,1.0,1
10846,GRAUEdb2Pa8DBNzv3hwp/MEANTIME//english,GRAUEdb2Pa8DBNzv3hwp,MEANTIME,,english,1,1.0,1
10847,GRAUEdb2Pa8DBNzv3hwp/MEANTIME//italian,GRAUEdb2Pa8DBNzv3hwp,MEANTIME,,italian,1,1.0,1
10848,GRAUEdb2Pa8DBNzv3hwp/MEANTIME//spanish,GRAUEdb2Pa8DBNzv3hwp,MEANTIME,,spanish,1,1.0,1
10849,GRAUFMTK9o6fKX8YSuBz/MEANTIME//english,GRAUFMTK9o6fKX8YSuBz,MEANTIME,,english,1,1.0,1
10850,GRAUFMTK9o6fKX8YSuBz/MEANTIME//italian,GRAUFMTK9o6fKX8YSuBz,MEANTIME,,italian,1,1.0,1
10851,GRAUFMTK9o6fKX8YSuBz/MEANTIME//spanish,GRAUFMTK9o6fKX8YSuBz,MEANTIME,,spanish,1,1.0,1
10852,GRAUHdkEMiKHBe8gn72q/MEANTIME//italian,GRAUHdkEMiKHBe8gn72q,MEANTIME,,italian,1,1.0,1
10853,GRAUHfZM8VP36DqpRdRS/MEANTIME//dutch,GRAUHfZM8VP36DqpRdRS,MEANTIME,,dutch,1,1.0,1
10854,GRAULknXVhbDDPx92GGL/MEANTIME//italian,GRAULknXVhbDDPx92GGL,MEANTIME,,italian,1,1.0,1
10855,GRAUSrSMNswaZmnYN8mx/MEANTIME//italian,GRAUSrSMNswaZmnYN8mx,MEANTIME,,italian,1,1.0,1
10856,GRAUXPwzqnnsoXpnUUrm/MEANTIME//italian,GRAUXPwzqnnsoXpnUUrm,MEANTIME,,italian,1,1.0,1
10857,GRAUamDtmPsTur5Wq4hH/MEANTIME//english,GRAUamDtmPsTur5Wq4hH,MEANTIME,,english,1,1.0,1
10858,GRAUamDtmPsTur5Wq4hH/MEANTIME//italian,GRAUamDtmPsTur5Wq4hH,MEANTIME,,italian,1,1.0,1
10859,GRAUamDtmPsTur5Wq4hH/MEANTIME//spanish,GRAUamDtmPsTur5Wq4hH,MEANTIME,,spanish,1,1.0,1
10860,GRAUcvtqnyWYrDWEcD6u/MEANTIME//english,GRAUcvtqnyWYrDWEcD6u,MEANTIME,,english,2,0.0,1
10861,GRAUcvtqnyWYrDWEcD6u/MEANTIME//italian,GRAUcvtqnyWYrDWEcD6u,MEANTIME,,italian,2,2.0,2
10862,GRAUcvtqnyWYrDWEcD6u/MEANTIME//spanish,GRAUcvtqnyWYrDWEcD6u,MEANTIME,,spanish,3,3.0,3
10863,GRAUeu2Md9QMHcwWagSn/MEANTIME//english,GRAUeu2Md9QMHcwWagSn,MEANTIME,,english,1,1.0,1
10864,GRAUeu2Md9QMHcwWagSn/MEANTIME//italian,GRAUeu2Md9QMHcwWagSn,MEANTIME,,italian,1,1.0,1
10865,GRAUeu2Md9QMHcwWagSn/MEANTIME//spanish,GRAUeu2Md9QMHcwWagSn,MEANTIME,,spanish,1,1.0,1
10866,GRAUknSe5TZs48Y87k8h/MEANTIME//italian,GRAUknSe5TZs48Y87k8h,MEANTIME,,italian,1,1.0,1
10867,GRAUtezTytWnj9XDybvb/MEANTIME//english,GRAUtezTytWnj9XDybvb,MEANTIME,,english,1,1.0,1
10868,GRAUtezTytWnj9XDybvb/MEANTIME//italian,GRAUtezTytWnj9XDybvb,MEANTIME,,italian,1,1.0,1
10869,GRAUtezTytWnj9XDybvb/MEANTIME//spanish,GRAUtezTytWnj9XDybvb,MEANTIME,,spanish,1,1.0,1
10870,GRAUy6F2keQWktMhpqRF/MEANTIME//english,GRAUy6F2keQWktMhpqRF,MEANTIME,,english,1,1.0,1
10871,GRAUy6F2keQWktMhpqRF/MEANTIME//italian,GRAUy6F2keQWktMhpqRF,MEANTIME,,italian,1,1.0,1
10872,GRAUy6F2keQWktMhpqRF/MEANTIME//spanish,GRAUy6F2keQWktMhpqRF,MEANTIME,,spanish,1,1.0,1
10873,GRAV7HLvnVMHehsDNkR8/MEANTIME//spanish,GRAV7HLvnVMHehsDNkR8,MEANTIME,,spanish,1,1.0,1
10874,GRAV8NZLVTwLggED8mBz/MEANTIME//dutch,GRAV8NZLVTwLggED8mBz,MEANTIME,,dutch,1,1.0,1
10875,GRAVCevMWoNGYLJ6NvdP/MEANTIME//dutch,GRAVCevMWoNGYLJ6NvdP,MEANTIME,,dutch,1,1.0,1
10876,GRAVCgBaJbXZxEaDaQVm/MEANTIME//spanish,GRAVCgBaJbXZxEaDaQVm,MEANTIME,,spanish,1,1.0,1
10877,GRAVEHnPG5wS6QEFRCgW/MEANTIME//dutch,GRAVEHnPG5wS6QEFRCgW,MEANTIME,,dutch,1,1.0,1
10878,GRAVMMrs634UUSAFfnYp/MEANTIME//italian,GRAVMMrs634UUSAFfnYp,MEANTIME,,italian,1,1.0,1
10879,GRAVQhHKjvLGG48LKYPQ/MEANTIME//spanish,GRAVQhHKjvLGG48LKYPQ,MEANTIME,,spanish,1,1.0,1
10880,GRAVb6A8oEbRrDuNZejp/MEANTIME//spanish,GRAVb6A8oEbRrDuNZejp,MEANTIME,,spanish,1,1.0,1
10881,GRAVspVjiGUNzHQ6QJ3J/MEANTIME//english,GRAVspVjiGUNzHQ6QJ3J,MEANTIME,,english,1,1.0,1
10882,GRAVspVjiGUNzHQ6QJ3J/MEANTIME//italian,GRAVspVjiGUNzHQ6QJ3J,MEANTIME,,italian,1,1.0,1
10883,GRAVspVjiGUNzHQ6QJ3J/MEANTIME//spanish,GRAVspVjiGUNzHQ6QJ3J,MEANTIME,,spanish,1,1.0,1
10884,GRAVtU5ZQDubcPG7akbQ/MEANTIME//italian,GRAVtU5ZQDubcPG7akbQ,MEANTIME,,italian,1,1.0,1
10885,GRAVw6nKa7h8rrfC3Scj/MEANTIME//dutch,GRAVw6nKa7h8rrfC3Scj,MEANTIME,,dutch,1,1.0,1
10886,GRAW3TZH2HCrjZkdxYC6/MEANTIME//dutch,GRAW3TZH2HCrjZkdxYC6,MEANTIME,,dutch,1,1.0,1
10887,GRAW9m3J7Y74nPYEEApP/MEANTIME//italian,GRAW9m3J7Y74nPYEEApP,MEANTIME,,italian,1,1.0,1
10888,GRAWEPyF3rzyj3ExMT3j/MEANTIME//english,GRAWEPyF3rzyj3ExMT3j,MEANTIME,,english,1,1.0,1
10889,GRAWEPyF3rzyj3ExMT3j/MEANTIME//italian,GRAWEPyF3rzyj3ExMT3j,MEANTIME,,italian,1,1.0,1
10890,GRAWF3pDpjUC7b8G9TW5/MEANTIME//english,GRAWF3pDpjUC7b8G9TW5,MEANTIME,,english,1,1.0,1
10891,GRAWF3pDpjUC7b8G9TW5/MEANTIME//italian,GRAWF3pDpjUC7b8G9TW5,MEANTIME,,italian,1,1.0,1
10892,GRAWF3pDpjUC7b8G9TW5/MEANTIME//spanish,GRAWF3pDpjUC7b8G9TW5,MEANTIME,,spanish,1,1.0,1
10893,GRAWLp9DdVDPR7XAcM9U/MEANTIME//english,GRAWLp9DdVDPR7XAcM9U,MEANTIME,,english,1,1.0,1
10894,GRAWLp9DdVDPR7XAcM9U/MEANTIME//italian,GRAWLp9DdVDPR7XAcM9U,MEANTIME,,italian,1,1.0,1
10895,GRAWLp9DdVDPR7XAcM9U/MEANTIME//spanish,GRAWLp9DdVDPR7XAcM9U,MEANTIME,,spanish,1,1.0,1
10896,GRAWMGQc2tsjVNrG2NY6/MEANTIME//english,GRAWMGQc2tsjVNrG2NY6,MEANTIME,,english,1,1.0,1
10897,GRAWMGQc2tsjVNrG2NY6/MEANTIME//italian,GRAWMGQc2tsjVNrG2NY6,MEANTIME,,italian,1,1.0,1
10898,GRAWMGQc2tsjVNrG2NY6/MEANTIME//spanish,GRAWMGQc2tsjVNrG2NY6,MEANTIME,,spanish,1,1.0,1
10899,GRAWS7dcAhKemhw55H6a/MEANTIME//spanish,GRAWS7dcAhKemhw55H6a,MEANTIME,,spanish,1,1.0,1
10900,GRAWSnz4Hm5zCTyzn7vk/MEANTIME//english,GRAWSnz4Hm5zCTyzn7vk,MEANTIME,,english,1,1.0,1
10901,GRAWSnz4Hm5zCTyzn7vk/MEANTIME//spanish,GRAWSnz4Hm5zCTyzn7vk,MEANTIME,,spanish,1,1.0,1
10902,GRAWW7mXfd32RQimPEh7/MEANTIME//english,GRAWW7mXfd32RQimPEh7,MEANTIME,,english,2,0.0,1
10903,GRAWW7mXfd32RQimPEh7/MEANTIME//italian,GRAWW7mXfd32RQimPEh7,MEANTIME,,italian,1,1.0,1
10904,GRAWW7mXfd32RQimPEh7/MEANTIME//spanish,GRAWW7mXfd32RQimPEh7,MEANTIME,,spanish,2,2.0,1
10905,GRAWYX49w6fK4uXZ5hSd/MEANTIME//spanish,GRAWYX49w6fK4uXZ5hSd,MEANTIME,,spanish,1,1.0,1
10906,GRAWa4CvBwdD8JNw9V8X/MEANTIME//spanish,GRAWa4CvBwdD8JNw9V8X,MEANTIME,,spanish,1,1.0,1
10907,GRAWcBGqCDEeh2DfTjp4/MEANTIME//spanish,GRAWcBGqCDEeh2DfTjp4,MEANTIME,,spanish,1,1.0,1
10908,GRAWfhAuSEiHzTAQCjYt/MEANTIME//dutch,GRAWfhAuSEiHzTAQCjYt,MEANTIME,,dutch,1,1.0,1
10909,GRAWimTdAZU3zydMwhYA/MEANTIME//english,GRAWimTdAZU3zydMwhYA,MEANTIME,,english,1,1.0,1
10910,GRAWimTdAZU3zydMwhYA/MEANTIME//italian,GRAWimTdAZU3zydMwhYA,MEANTIME,,italian,1,1.0,1
10911,GRAWimTdAZU3zydMwhYA/MEANTIME//spanish,GRAWimTdAZU3zydMwhYA,MEANTIME,,spanish,1,1.0,1
10912,GRAWnPd6vWXNGdfSRDWR/MEANTIME//italian,GRAWnPd6vWXNGdfSRDWR,MEANTIME,,italian,1,1.0,1
10913,GRAWpR8zwX9U9d662SGX/MEANTIME//spanish,GRAWpR8zwX9U9d662SGX,MEANTIME,,spanish,1,1.0,1
10914,GRAWsB2CHKHjiXv7U6sj/MEANTIME//english,GRAWsB2CHKHjiXv7U6sj,MEANTIME,,english,1,1.0,1
10915,GRAWsB2CHKHjiXv7U6sj/MEANTIME//italian,GRAWsB2CHKHjiXv7U6sj,MEANTIME,,italian,1,1.0,1
10916,GRAWsB2CHKHjiXv7U6sj/MEANTIME//spanish,GRAWsB2CHKHjiXv7U6sj,MEANTIME,,spanish,1,1.0,1
10917,GRAWtYnDanywBgh9DMaH/MEANTIME//english,GRAWtYnDanywBgh9DMaH,MEANTIME,,english,1,1.0,1
10918,GRAWu5F8BTJe5FctxQLz/MEANTIME//italian,GRAWu5F8BTJe5FctxQLz,MEANTIME,,italian,1,1.0,1
10919,GRAWxcschsJaWB9a2LEV/MEANTIME//dutch,GRAWxcschsJaWB9a2LEV,MEANTIME,,dutch,1,1.0,1
10920,GRAWybLPiftK2GMhAUhg/MEANTIME//english,GRAWybLPiftK2GMhAUhg,MEANTIME,,english,1,1.0,1
10921,GRAWybLPiftK2GMhAUhg/MEANTIME//italian,GRAWybLPiftK2GMhAUhg,MEANTIME,,italian,1,1.0,1
10922,GRAWybLPiftK2GMhAUhg/MEANTIME//spanish,GRAWybLPiftK2GMhAUhg,MEANTIME,,spanish,1,1.0,1
10923,GRAWzLccwHfSizJ3ZKQG/MEANTIME//italian,GRAWzLccwHfSizJ3ZKQG,MEANTIME,,italian,1,1.0,1
10924,GRAX95sePQicztHoDroT/MEANTIME//dutch,GRAX95sePQicztHoDroT,MEANTIME,,dutch,2,2.0,1
10925,GRAXFWjNY6AFFZCkGmUS/MEANTIME//spanish,GRAXFWjNY6AFFZCkGmUS,MEANTIME,,spanish,1,1.0,1
10926,GRAXPr5DX2oqMSWQWr3j/MEANTIME//english,GRAXPr5DX2oqMSWQWr3j,MEANTIME,,english,1,1.0,1
10927,GRAXPr5DX2oqMSWQWr3j/MEANTIME//italian,GRAXPr5DX2oqMSWQWr3j,MEANTIME,,italian,1,1.0,1
10928,GRAXPr5DX2oqMSWQWr3j/MEANTIME//spanish,GRAXPr5DX2oqMSWQWr3j,MEANTIME,,spanish,2,2.0,2
10929,GRAXYiAopBy3pQuKJ6h5/MEANTIME//english,GRAXYiAopBy3pQuKJ6h5,MEANTIME,,english,1,1.0,1
10930,GRAXYiAopBy3pQuKJ6h5/MEANTIME//italian,GRAXYiAopBy3pQuKJ6h5,MEANTIME,,italian,1,1.0,1
10931,GRAXYiAopBy3pQuKJ6h5/MEANTIME//spanish,GRAXYiAopBy3pQuKJ6h5,MEANTIME,,spanish,1,1.0,1
10932,GRAXc87uL4e7pVERNajH/MEANTIME//dutch,GRAXc87uL4e7pVERNajH,MEANTIME,,dutch,1,1.0,1
10933,GRAXe3wVBMZyXMY5DASb/MEANTIME//italian,GRAXe3wVBMZyXMY5DASb,MEANTIME,,italian,1,1.0,1
10934,GRAXesHW6qzgJvK5a2uG/MEANTIME//english,GRAXesHW6qzgJvK5a2uG,MEANTIME,,english,4,0.0,1
10935,GRAXesHW6qzgJvK5a2uG/MEANTIME//italian,GRAXesHW6qzgJvK5a2uG,MEANTIME,,italian,4,4.0,3
10936,GRAXesHW6qzgJvK5a2uG/MEANTIME//spanish,GRAXesHW6qzgJvK5a2uG,MEANTIME,,spanish,3,1.0,1
10937,GRAXvNYXRbosQxeu4HFp/MEANTIME//spanish,GRAXvNYXRbosQxeu4HFp,MEANTIME,,spanish,1,1.0,1
10938,GRAXzudVusvm6bQ9eNV2/MEANTIME//italian,GRAXzudVusvm6bQ9eNV2,MEANTIME,,italian,2,0.25,1
10939,GRAY859RuqnTkDptD9oR/MEANTIME//spanish,GRAY859RuqnTkDptD9oR,MEANTIME,,spanish,1,1.0,1
10940,GRAY8PADPfUMojDWF72S/MEANTIME//spanish,GRAY8PADPfUMojDWF72S,MEANTIME,,spanish,1,1.0,1
10941,GRAY9J6ruGjPETFdfFiz/MEANTIME//italian,GRAY9J6ruGjPETFdfFiz,MEANTIME,,italian,1,1.0,1
10942,GRAYP9WQNwFiZ7n4W6cL/MEANTIME//english,GRAYP9WQNwFiZ7n4W6cL,MEANTIME,,english,1,1.0,1
10943,GRAYP9WQNwFiZ7n4W6cL/MEANTIME//italian,GRAYP9WQNwFiZ7n4W6cL,MEANTIME,,italian,1,1.0,1
10944,GRAYP9WQNwFiZ7n4W6cL/MEANTIME//spanish,GRAYP9WQNwFiZ7n4W6cL,MEANTIME,,spanish,1,1.0,1
10945,GRAYQGXuKy4dArKDEGU9/MEANTIME//english,GRAYQGXuKy4dArKDEGU9,MEANTIME,,english,1,1.0,1
10946,GRAYQGXuKy4dArKDEGU9/MEANTIME//italian,GRAYQGXuKy4dArKDEGU9,MEANTIME,,italian,1,1.0,1
10947,GRAYQGXuKy4dArKDEGU9/MEANTIME//spanish,GRAYQGXuKy4dArKDEGU9,MEANTIME,,spanish,1,1.0,1
